GFF_File	Category	Gene Identifier	Length
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_170_pseudo_00162	1434
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_85_pseudo_00164	405
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_28_pseudo_00165	213
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_84_pseudo_00166	816
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_135_pseudo_00171	423
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_59_pseudo_00172	1038
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_86_pseudo_00173	270
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_283_pseudo_00175	291
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_291_pseudo_00176	831
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_45_pseudo_00181	681
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_188_pseudo_00182	1167
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_315_pseudo_00184	201
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_86_pseudo_00185	453
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_16_pseudo_00189	414
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_125_pseudo_00190	384
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_77_pseudo_00194	822
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_185_pseudo_00196	366
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_207_pseudo_00197	165
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_106_pseudo_00198	300
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_76_pseudo_00200	297
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_273_pseudo_00202	192
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_360_pseudo_00209	234
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_35_pseudo_00214	1005
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_257_pseudo_00216	522
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_185_pseudo_00217	324
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_271_pseudo_00223	177
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_44_pseudo_00224	1089
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_244_pseudo_00225	321
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_269_pseudo_00226	291
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_346_pseudo_00231	516
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_88_pseudo_00232	270
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_66_pseudo_00233	1416
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_94_pseudo_00236	339
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_51_pseudo_00239	843
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_123_pseudo_00240	243
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_247_pseudo_00242	162
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_106_pseudo_00247	282
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_34_pseudo_00248	207
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_232_pseudo_00251	198
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_170_pseudo_00252	279
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_45_pseudo_00259	234
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_165_pseudo_00261	225
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_53_pseudo_00262	240
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_251_pseudo_00264	117
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_65_pseudo_00265	336
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_61_pseudo_00266	327
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_384_pseudo_00267	450
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_110_pseudo_00270	348
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_110_pseudo_00278	111
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_37_pseudo_00282	219
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_334_pseudo_00284	1077
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_133_pseudo_00285	294
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_354_pseudo_00286	141
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_298_pseudo_00287	2607
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_10_pseudo_00288	375
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_329_pseudo_00289	957
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_146_pseudo_00290	495
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_339_pseudo_00291	870
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_86_pseudo_00292	255
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_85_pseudo_00294	201
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_133_pseudo_00297	168
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_262_pseudo_00300	165
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_290_pseudo_00303	1764
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_108_pseudo_00304	114
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_14_pseudo_00305	474
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_106_pseudo_00309	390
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_74_pseudo_00312	252
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_52_pseudo_00315	441
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_264_pseudo_00318	315
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_218_pseudo_00319	528
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_275_pseudo_00323	378
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_161_pseudo_00328	162
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_123_pseudo_00329	96
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_80_pseudo_00337	204
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_258_pseudo_00339	1953
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_214_pseudo_00340	426
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_131_pseudo_00341	393
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_233_pseudo_00347	807
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_209_pseudo_00351	141
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_107_pseudo_00354	174
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_86_pseudo_00355	213
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_150_pseudo_00359	423
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_240_pseudo_00361	1152
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_222_pseudo_00363	141
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_165_pseudo_00365	423
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_67_pseudo_00368	279
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_158_pseudo_00370	609
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_233_pseudo_00371	291
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_199_pseudo_00373	444
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_252_pseudo_00374	546
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_258_pseudo_00376	807
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_108_pseudo_00377	570
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_177_pseudo_00379	1647
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_211_pseudo_00383	384
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_120_pseudo_00389	633
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_166_pseudo_00391	885
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_124_pseudo_00396	351
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_143_pseudo_00400	339
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_167_pseudo_00404	210
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_134_pseudo_00405	816
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_170_pseudo_00406	135
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_172_pseudo_00407	471
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_173_pseudo_00409	246
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_202_pseudo_00415	330
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_192_pseudo_00417	153
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_210_pseudo_00418	759
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_202_pseudo_00423	288
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_206_pseudo_00427	453
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_119_pseudo_00430	468
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_72_pseudo_00432	222
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_214_pseudo_00433	765
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_295_pseudo_00436	156
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_102_pseudo_00438	198
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_151_pseudo_00439	885
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_126_pseudo_00446	231
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_319_pseudo_00447	219
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_363_pseudo_00448	645
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_319_pseudo_00450	1098
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_126_pseudo_00454	243
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_112_pseudo_00455	303
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_35_pseudo_00460	315
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_136_pseudo_00462	801
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_360_pseudo_00463	258
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_134_pseudo_00466	198
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_24_pseudo_00467	375
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_151_pseudo_00468	1521
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_144_pseudo_00469	678
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_86_pseudo_00478	228
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_297_pseudo_00480	390
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_86_pseudo_00488	282
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_105_pseudo_00489	1242
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_103_pseudo_00490	1332
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_68_pseudo_00491	456
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_71_pseudo_00492	471
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_308_pseudo_00493	783
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_102_pseudo_00499	240
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_19_pseudo_00503	570
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_382_pseudo_00506	309
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_49_pseudo_00507	834
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_141_pseudo_00512	270
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_360_pseudo_00517	129
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_35_pseudo_00519	2181
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_14_pseudo_00520	618
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_19_pseudo_00521	183
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_295_pseudo_00523	462
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_361_pseudo_00524	192
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_361_pseudo_00526	126
GCA_030065255.1_ASM3006525v1_genomic.pseudofinder_pseudos.gff	Truncated	FEJIJDIP_333_pseudo_00528	327
